REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
RD,All,LU_FOR,E1_SOI,2021,2.0571
RD,All,LU_FOR,E1_SOI,2022,2.0445
RD,All,LU_FOR,E1_SOI,2023,2.2152
RD,All,LU_FOR,E1_SOI,2024,2.1228
RD,All,LU_FOR,E1_SOI,2025,2.0334
RD,All,LU_FOR,E1_SOI,2026,1.9487
RD,All,LU_FOR,E1_SOI,2027,1.8616
RD,All,LU_FOR,E1_SOI,2028,1.7725
RD,All,LU_FOR,E1_SOI,2029,1.6874
RD,All,LU_FOR,E1_SOI,2030,1.6068
RD,All,LU_FOR,E1_SOI,2031,1.5332
RD,All,LU_FOR,E1_SOI,2032,1.4586
RD,All,LU_FOR,E1_SOI,2033,1.3827
RD,All,LU_FOR,E1_SOI,2034,1.3058
RD,All,LU_FOR,E1_SOI,2035,1.2334
RD,All,LU_FOR,E1_SOI,2036,1.1723
RD,All,LU_FOR,E1_SOI,2037,1.1106
RD,All,LU_FOR,E1_SOI,2038,1.048
RD,All,LU_FOR,E1_SOI,2039,0.9848
RD,All,LU_FOR,E1_SOI,2040,0.9264
RD,All,LU_FOR,E1_SOI,2041,0.8801999999999999
RD,All,LU_FOR,E1_SOI,2042,0.8335
RD,All,LU_FOR,E1_SOI,2043,0.7864999999999999
RD,All,LU_FOR,E1_SOI,2044,0.7389999999999999
RD,All,LU_FOR,E1_SOI,2045,0.6965
RD,All,LU_FOR,E1_SOI,2046,0.6663
RD,All,LU_FOR,E1_SOI,2047,0.636
RD,All,LU_FOR,E1_SOI,2048,0.6055
RD,All,LU_FOR,E1_SOI,2049,0.5747999999999999
RD,All,LU_FOR,E1_SOI,2050,0.4778
RD,All,LU_AGR,E1_SOI,2018,1.2689
RD,All,LU_AGR,E1_SOI,2019,1.2691
RD,All,LU_AGR,E1_SOI,2020,1.2695
RD,All,LU_AGR,E1_SOI,2021,1.2699
RD,All,LU_AGR,E1_SOI,2022,1.299
RD,All,LU_AGR,E1_SOI,2023,1.2588
RD,All,LU_AGR,E1_SOI,2024,1.3122
RD,All,LU_AGR,E1_SOI,2025,1.3651
RD,All,LU_AGR,E1_SOI,2026,1.4131
RD,All,LU_AGR,E1_SOI,2027,1.4615
RD,All,LU_AGR,E1_SOI,2028,1.5137
RD,All,LU_AGR,E1_SOI,2029,1.5623
RD,All,LU_AGR,E1_SOI,2030,1.6098
RD,All,LU_AGR,E1_SOI,2031,1.6498
RD,All,LU_AGR,E1_SOI,2032,1.6903
RD,All,LU_AGR,E1_SOI,2033,1.7314
RD,All,LU_AGR,E1_SOI,2034,1.7731
RD,All,LU_AGR,E1_SOI,2035,1.8155
RD,All,LU_AGR,E1_SOI,2036,1.8459
RD,All,LU_AGR,E1_SOI,2037,1.8765
RD,All,LU_AGR,E1_SOI,2038,1.9074
RD,All,LU_AGR,E1_SOI,2039,1.9385
RD,All,LU_AGR,E1_SOI,2040,1.9698
RD,All,LU_AGR,E1_SOI,2041,1.9884
RD,All,LU_AGR,E1_SOI,2042,2.0069
RD,All,LU_AGR,E1_SOI,2043,2.0253
RD,All,LU_AGR,E1_SOI,2044,2.0436
RD,All,LU_AGR,E1_SOI,2045,2.0617
RD,All,LU_AGR,E1_SOI,2046,2.067
RD,All,LU_AGR,E1_SOI,2047,2.072
RD,All,LU_AGR,E1_SOI,2048,2.0765
RD,All,LU_AGR,E1_SOI,2049,2.0806
RD,All,LU_AGR,E1_SOI,2050,2.1504
RD,All,LU_GAN,E1_SOI,2018,1.0185
RD,All,LU_GAN,E1_SOI,2019,1.0185
RD,All,LU_GAN,E1_SOI,2020,1.0185
RD,All,LU_GAN,E1_SOI,2021,1.0185
RD,All,LU_GAN,E1_SOI,2022,1.0185
RD,All,LU_GAN,E1_SOI,2023,0.888
RD,All,LU_GAN,E1_SOI,2024,0.927
RD,All,LU_GAN,E1_SOI,2025,0.9634
RD,All,LU_GAN,E1_SOI,2026,1.0001
RD,All,LU_GAN,E1_SOI,2027,1.0388
RD,All,LU_GAN,E1_SOI,2028,1.0758
RD,All,LU_GAN,E1_SOI,2029,1.1123
RD,All,LU_GAN,E1_SOI,2030,1.1454
RD,All,LU_GAN,E1_SOI,2031,1.179
RD,All,LU_GAN,E1_SOI,2032,1.2131
RD,All,LU_GAN,E1_SOI,2033,1.2478
RD,All,LU_GAN,E1_SOI,2034,1.2831
RD,All,LU_GAN,E1_SOI,2035,1.3132
RD,All,LU_GAN,E1_SOI,2036,1.3438
RD,All,LU_GAN,E1_SOI,2037,1.3749
RD,All,LU_GAN,E1_SOI,2038,1.4065
RD,All,LU_GAN,E1_SOI,2039,1.4388
RD,All,LU_GAN,E1_SOI,2040,1.4658
RD,All,LU_GAN,E1_SOI,2041,1.4934
RD,All,LU_GAN,E1_SOI,2042,1.5215
RD,All,LU_GAN,E1_SOI,2043,1.5502
RD,All,LU_GAN,E1_SOI,2044,1.5794
RD,All,LU_GAN,E1_SOI,2045,1.6037
RD,All,LU_GAN,E1_SOI,2046,1.6286
RD,All,LU_GAN,E1_SOI,2047,1.654
RD,All,LU_GAN,E1_SOI,2048,1.6800000000000002
RD,All,LU_GAN,E1_SOI,2049,1.7066
RD,All,LU_GAN,E1_SOI,2050,1.7338
RD,All,LU_MTS,E1_SOI,2018,0.635549
RD,All,LU_MTS,E1_SOI,2019,0.635549
RD,All,LU_MTS,E1_SOI,2020,0.635549
RD,All,LU_MTS,E1_SOI,2021,0.635549
RD,All,LU_MTS,E1_SOI,2022,0.635549
RD,All,LU_MTS,E1_SOI,2023,0.635549
RD,All,LU_MTS,E1_SOI,2024,0.635549
RD,All,LU_MTS,E1_SOI,2025,0.635549
RD,All,LU_MTS,E1_SOI,2026,0.635549
RD,All,LU_MTS,E1_SOI,2027,0.635549
RD,All,LU_MTS,E1_SOI,2028,0.635549
RD,All,LU_MTS,E1_SOI,2029,0.635549
RD,All,LU_MTS,E1_SOI,2030,0.635549
RD,All,LU_MTS,E1_SOI,2031,0.635549
RD,All,LU_MTS,E1_SOI,2032,0.635549
RD,All,LU_MTS,E1_SOI,2033,0.635549
RD,All,LU_MTS,E1_SOI,2034,0.635549
RD,All,LU_MTS,E1_SOI,2035,0.635549
RD,All,LU_MTS,E1_SOI,2036,0.635549
RD,All,LU_MTS,E1_SOI,2037,0.635549
RD,All,LU_MTS,E1_SOI,2038,0.635549
RD,All,LU_MTS,E1_SOI,2039,0.635549
RD,All,LU_MTS,E1_SOI,2040,0.635549
RD,All,LU_MTS,E1_SOI,2041,0.635549
RD,All,LU_MTS,E1_SOI,2042,0.635549
RD,All,LU_MTS,E1_SOI,2043,0.635549
RD,All,LU_MTS,E1_SOI,2044,0.635549
RD,All,LU_MTS,E1_SOI,2045,0.635549
RD,All,LU_MTS,E1_SOI,2046,0.635549
RD,All,LU_MTS,E1_SOI,2047,0.635549
RD,All,LU_MTS,E1_SOI,2048,0.635549
RD,All,LU_MTS,E1_SOI,2049,0.635549
RD,All,LU_MTS,E1_SOI,2050,0.635549
RD,All,LU_SAB,E1_SOI,2018,0.003
RD,All,LU_SAB,E1_SOI,2019,0.003
RD,All,LU_SAB,E1_SOI,2020,0.003
RD,All,LU_SAB,E1_SOI,2021,0.003
RD,All,LU_SAB,E1_SOI,2022,0.003
RD,All,LU_SAB,E1_SOI,2023,0.003
RD,All,LU_SAB,E1_SOI,2024,0.003
RD,All,LU_SAB,E1_SOI,2025,0.003
RD,All,LU_SAB,E1_SOI,2026,0.003
RD,All,LU_SAB,E1_SOI,2027,0.003
RD,All,LU_SAB,E1_SOI,2028,0.003
RD,All,LU_SAB,E1_SOI,2029,0.003
RD,All,LU_SAB,E1_SOI,2030,0.003
RD,All,LU_SAB,E1_SOI,2031,0.003
RD,All,LU_SAB,E1_SOI,2032,0.003
RD,All,LU_SAB,E1_SOI,2033,0.003
RD,All,LU_SAB,E1_SOI,2034,0.003
RD,All,LU_SAB,E1_SOI,2035,0.003
RD,All,LU_SAB,E1_SOI,2036,0.003
RD,All,LU_SAB,E1_SOI,2037,0.003
RD,All,LU_SAB,E1_SOI,2038,0.003
RD,All,LU_SAB,E1_SOI,2039,0.003
RD,All,LU_SAB,E1_SOI,2040,0.003
RD,All,LU_SAB,E1_SOI,2041,0.003
RD,All,LU_SAB,E1_SOI,2042,0.003
RD,All,LU_SAB,E1_SOI,2043,0.003
RD,All,LU_SAB,E1_SOI,2044,0.003
RD,All,LU_SAB,E1_SOI,2045,0.003
RD,All,LU_SAB,E1_SOI,2046,0.003
RD,All,LU_SAB,E1_SOI,2047,0.003
RD,All,LU_SAB,E1_SOI,2048,0.003
RD,All,LU_SAB,E1_SOI,2049,0.003
RD,All,LU_SAB,E1_SOI,2050,0.003
RD,All,LU_URB,E1_SOI,2018,0.1019999999999999
RD,All,LU_URB,E1_SOI,2019,0.1019999999999999
RD,All,LU_URB,E1_SOI,2020,0.1019999999999999
RD,All,LU_URB,E1_SOI,2021,0.1019999999999999
RD,All,LU_URB,E1_SOI,2022,0.1019999999999999
RD,All,LU_URB,E1_SOI,2023,0.1019999999999999
RD,All,LU_URB,E1_SOI,2024,0.1019999999999999
RD,All,LU_URB,E1_SOI,2025,0.1019999999999999
RD,All,LU_URB,E1_SOI,2026,0.1019999999999999
RD,All,LU_URB,E1_SOI,2027,0.1019999999999999
RD,All,LU_URB,E1_SOI,2028,0.1019999999999999
RD,All,LU_URB,E1_SOI,2029,0.1019999999999999
RD,All,LU_URB,E1_SOI,2030,0.1019999999999999
RD,All,LU_URB,E1_SOI,2031,0.1019999999999999
RD,All,LU_URB,E1_SOI,2032,0.1019999999999999
RD,All,LU_URB,E1_SOI,2033,0.1019999999999999
RD,All,LU_URB,E1_SOI,2034,0.1019999999999999
RD,All,LU_URB,E1_SOI,2035,0.1019999999999999
RD,All,LU_URB,E1_SOI,2036,0.1019999999999999
RD,All,LU_URB,E1_SOI,2037,0.1019999999999999
RD,All,LU_URB,E1_SOI,2038,0.1019999999999999
RD,All,LU_URB,E1_SOI,2039,0.1019999999999999
RD,All,LU_URB,E1_SOI,2040,0.1019999999999999
RD,All,LU_URB,E1_SOI,2041,0.1019999999999999
RD,All,LU_URB,E1_SOI,2042,0.1019999999999999
RD,All,LU_URB,E1_SOI,2043,0.1019999999999999
RD,All,LU_URB,E1_SOI,2044,0.1019999999999999
RD,All,LU_URB,E1_SOI,2045,0.1019999999999999
RD,All,LU_URB,E1_SOI,2046,0.1019999999999999
RD,All,LU_URB,E1_SOI,2047,0.1019999999999999
RD,All,LU_URB,E1_SOI,2048,0.1019999999999999
RD,All,LU_URB,E1_SOI,2049,0.1019999999999999
RD,All,LU_URB,E1_SOI,2050,0.1019999999999999
RD,All,LU_OLU,E1_SOI,2018,0.003
RD,All,LU_OLU,E1_SOI,2019,0.003
RD,All,LU_OLU,E1_SOI,2020,0.003
RD,All,LU_OLU,E1_SOI,2021,0.003
RD,All,LU_OLU,E1_SOI,2022,0.003
RD,All,LU_OLU,E1_SOI,2023,0.003
RD,All,LU_OLU,E1_SOI,2024,0.003
RD,All,LU_OLU,E1_SOI,2025,0.003
RD,All,LU_OLU,E1_SOI,2026,0.003
RD,All,LU_OLU,E1_SOI,2027,0.003
RD,All,LU_OLU,E1_SOI,2028,0.003
RD,All,LU_OLU,E1_SOI,2029,0.003
RD,All,LU_OLU,E1_SOI,2030,0.003
RD,All,LU_OLU,E1_SOI,2031,0.003
RD,All,LU_OLU,E1_SOI,2032,0.003
RD,All,LU_OLU,E1_SOI,2033,0.003
RD,All,LU_OLU,E1_SOI,2034,0.003
RD,All,LU_OLU,E1_SOI,2035,0.003
RD,All,LU_OLU,E1_SOI,2036,0.003
RD,All,LU_OLU,E1_SOI,2037,0.003
RD,All,LU_OLU,E1_SOI,2038,0.003
RD,All,LU_OLU,E1_SOI,2039,0.003
RD,All,LU_OLU,E1_SOI,2040,0.003
RD,All,LU_OLU,E1_SOI,2041,0.003
RD,All,LU_OLU,E1_SOI,2042,0.003
RD,All,LU_OLU,E1_SOI,2043,0.003
RD,All,LU_OLU,E1_SOI,2044,0.003
RD,All,LU_OLU,E1_SOI,2045,0.003
RD,All,LU_OLU,E1_SOI,2046,0.003
RD,All,LU_OLU,E1_SOI,2047,0.003
RD,All,LU_OLU,E1_SOI,2048,0.003
RD,All,LU_OLU,E1_SOI,2049,0.003
RD,All,LU_OLU,E1_SOI,2050,0.003
RD,All,LU_LATHUM,E2_FOR,2018,0.7369999999999999
RD,All,LU_LATHUM,E2_FOR,2019,0.7369999999999999
RD,All,LU_LATHUM,E2_FOR,2020,0.7369999999999999
RD,All,LU_LATHUM,E2_FOR,2021,0.7369999999999999
RD,All,LU_LATHUM,E2_FOR,2022,0.7339999999999999
RD,All,LU_LATHUM,E2_FOR,2023,0.7269999999999999
RD,All,LU_LATHUM,E2_FOR,2024,0.7199999999999999
RD,All,LU_LATHUM,E2_FOR,2025,0.7119999999999999
RD,All,LU_LATHUM,E2_FOR,2026,0.7049999999999998
RD,All,LU_LATHUM,E2_FOR,2027,0.67
RD,All,LU_LATHUM,E2_FOR,2028,0.636
RD,All,LU_LATHUM,E2_FOR,2029,0.6049999999999999
RD,All,LU_LATHUM,E2_FOR,2030,0.574
RD,All,LU_LATHUM,E2_FOR,2031,0.546
RD,All,LU_LATHUM,E2_FOR,2032,0.518
RD,All,LU_LATHUM,E2_FOR,2033,0.4919999999999999
RD,All,LU_LATHUM,E2_FOR,2034,0.468
RD,All,LU_LATHUM,E2_FOR,2035,0.444
RD,All,LU_LATHUM,E2_FOR,2036,0.4219999999999999
RD,All,LU_LATHUM,E2_FOR,2037,0.401
RD,All,LU_LATHUM,E2_FOR,2038,0.377
RD,All,LU_LATHUM,E2_FOR,2039,0.3539999999999999
RD,All,LU_LATHUM,E2_FOR,2040,0.333
RD,All,LU_LATHUM,E2_FOR,2041,0.313
RD,All,LU_LATHUM,E2_FOR,2042,0.2939999999999999
RD,All,LU_LATHUM,E2_FOR,2043,0.277
RD,All,LU_LATHUM,E2_FOR,2044,0.26
RD,All,LU_LATHUM,E2_FOR,2045,0.245
RD,All,LU_LATHUM,E2_FOR,2046,0.23
RD,All,LU_LATHUM,E2_FOR,2047,0.216
RD,All,LU_LATHUM,E2_FOR,2048,0.203
RD,All,LU_LATHUM,E2_FOR,2049,0.191
RD,All,LU_LATHUM,E2_FOR,2050,0.1489999999999999
RD,All,LU_CLF,E2_FOR,2018,0.13
RD,All,LU_CLF,E2_FOR,2019,0.13
RD,All,LU_CLF,E2_FOR,2020,0.13
RD,All,LU_CLF,E2_FOR,2021,0.13
RD,All,LU_CLF,E2_FOR,2022,0.129
RD,All,LU_CLF,E2_FOR,2023,0.123
RD,All,LU_CLF,E2_FOR,2024,0.116
RD,All,LU_CLF,E2_FOR,2025,0.111
RD,All,LU_CLF,E2_FOR,2026,0.105
RD,All,LU_CLF,E2_FOR,2027,0.1
RD,All,LU_CLF,E2_FOR,2028,0.095
RD,All,LU_CLF,E2_FOR,2029,0.0899999999999999
RD,All,LU_CLF,E2_FOR,2030,0.0859999999999999
RD,All,LU_CLF,E2_FOR,2031,0.081
RD,All,LU_CLF,E2_FOR,2032,0.0769999999999999
RD,All,LU_CLF,E2_FOR,2033,0.0729999999999999
RD,All,LU_CLF,E2_FOR,2034,0.07
RD,All,LU_CLF,E2_FOR,2035,0.066
RD,All,LU_CLF,E2_FOR,2036,0.063
RD,All,LU_CLF,E2_FOR,2037,0.0599999999999999
RD,All,LU_CLF,E2_FOR,2038,0.056
RD,All,LU_CLF,E2_FOR,2039,0.0529999999999999
RD,All,LU_CLF,E2_FOR,2040,0.05
RD,All,LU_CLF,E2_FOR,2041,0.047
RD,All,LU_CLF,E2_FOR,2042,0.0439999999999999
RD,All,LU_CLF,E2_FOR,2043,0.041
RD,All,LU_CLF,E2_FOR,2044,0.039
RD,All,LU_CLF,E2_FOR,2045,0.0359999999999999
RD,All,LU_CLF,E2_FOR,2046,0.034
RD,All,LU_CLF,E2_FOR,2047,0.032
RD,All,LU_CLF,E2_FOR,2048,0.0299999999999999
RD,All,LU_CLF,E2_FOR,2049,0.028
RD,All,LU_CLF,E2_FOR,2050,0.0219999999999999
RD,All,LU_LATSHUM,E2_FOR,2018,0.276
RD,All,LU_LATSHUM,E2_FOR,2019,0.276
RD,All,LU_LATSHUM,E2_FOR,2020,0.276
RD,All,LU_LATSHUM,E2_FOR,2021,0.276
RD,All,LU_LATSHUM,E2_FOR,2022,0.275
RD,All,LU_LATSHUM,E2_FOR,2023,0.274
RD,All,LU_LATSHUM,E2_FOR,2024,0.272
RD,All,LU_LATSHUM,E2_FOR,2025,0.271
RD,All,LU_LATSHUM,E2_FOR,2026,0.27
RD,All,LU_LATSHUM,E2_FOR,2027,0.257
RD,All,LU_LATSHUM,E2_FOR,2028,0.2439999999999999
RD,All,LU_LATSHUM,E2_FOR,2029,0.232
RD,All,LU_LATSHUM,E2_FOR,2030,0.22
RD,All,LU_LATSHUM,E2_FOR,2031,0.2089999999999999
RD,All,LU_LATSHUM,E2_FOR,2032,0.199
RD,All,LU_LATSHUM,E2_FOR,2033,0.189
RD,All,LU_LATSHUM,E2_FOR,2034,0.1789999999999999
RD,All,LU_LATSHUM,E2_FOR,2035,0.17
RD,All,LU_LATSHUM,E2_FOR,2036,0.162
RD,All,LU_LATSHUM,E2_FOR,2037,0.154
RD,All,LU_LATSHUM,E2_FOR,2038,0.1449999999999999
RD,All,LU_LATSHUM,E2_FOR,2039,0.136
RD,All,LU_LATSHUM,E2_FOR,2040,0.128
RD,All,LU_LATSHUM,E2_FOR,2041,0.12
RD,All,LU_LATSHUM,E2_FOR,2042,0.113
RD,All,LU_LATSHUM,E2_FOR,2043,0.106
RD,All,LU_LATSHUM,E2_FOR,2044,0.1
RD,All,LU_LATSHUM,E2_FOR,2045,0.094
RD,All,LU_LATSHUM,E2_FOR,2046,0.0879999999999999
RD,All,LU_LATSHUM,E2_FOR,2047,0.083
RD,All,LU_LATSHUM,E2_FOR,2048,0.078
RD,All,LU_LATSHUM,E2_FOR,2049,0.0729999999999999
RD,All,LU_LATSHUM,E2_FOR,2050,0.057
RD,All,LU_DCON,E2_FOR,2018,0.167
RD,All,LU_DCON,E2_FOR,2019,0.167
RD,All,LU_DCON,E2_FOR,2020,0.167
RD,All,LU_DCON,E2_FOR,2021,0.167
RD,All,LU_DCON,E2_FOR,2022,0.166
RD,All,LU_DCON,E2_FOR,2023,0.165
RD,All,LU_DCON,E2_FOR,2024,0.164
RD,All,LU_DCON,E2_FOR,2025,0.163
RD,All,LU_DCON,E2_FOR,2026,0.163
RD,All,LU_DCON,E2_FOR,2027,0.155
RD,All,LU_DCON,E2_FOR,2028,0.1469999999999999
RD,All,LU_DCON,E2_FOR,2029,0.139
RD,All,LU_DCON,E2_FOR,2030,0.132
RD,All,LU_DCON,E2_FOR,2031,0.126
RD,All,LU_DCON,E2_FOR,2032,0.12
RD,All,LU_DCON,E2_FOR,2033,0.114
RD,All,LU_DCON,E2_FOR,2034,0.108
RD,All,LU_DCON,E2_FOR,2035,0.1029999999999999
RD,All,LU_DCON,E2_FOR,2036,0.097
RD,All,LU_DCON,E2_FOR,2037,0.0929999999999999
RD,All,LU_DCON,E2_FOR,2038,0.0869999999999999
RD,All,LU_DCON,E2_FOR,2039,0.082
RD,All,LU_DCON,E2_FOR,2040,0.0769999999999999
RD,All,LU_DCON,E2_FOR,2041,0.0719999999999999
RD,All,LU_DCON,E2_FOR,2042,0.068
RD,All,LU_DCON,E2_FOR,2043,0.064
RD,All,LU_DCON,E2_FOR,2044,0.0599999999999999
RD,All,LU_DCON,E2_FOR,2045,0.056
RD,All,LU_DCON,E2_FOR,2046,0.0529999999999999
RD,All,LU_DCON,E2_FOR,2047,0.05
RD,All,LU_DCON,E2_FOR,2048,0.047
RD,All,LU_DCON,E2_FOR,2049,0.0439999999999999
RD,All,LU_DCON,E2_FOR,2050,0.034
RD,All,LU_SCON,E2_FOR,2018,0.083
RD,All,LU_SCON,E2_FOR,2019,0.083
RD,All,LU_SCON,E2_FOR,2020,0.083
RD,All,LU_SCON,E2_FOR,2021,0.083
RD,All,LU_SCON,E2_FOR,2022,0.083
RD,All,LU_SCON,E2_FOR,2023,0.081
RD,All,LU_SCON,E2_FOR,2024,0.079
RD,All,LU_SCON,E2_FOR,2025,0.0769999999999999
RD,All,LU_SCON,E2_FOR,2026,0.0749999999999999
RD,All,LU_SCON,E2_FOR,2027,0.0709999999999999
RD,All,LU_SCON,E2_FOR,2028,0.068
RD,All,LU_SCON,E2_FOR,2029,0.064
RD,All,LU_SCON,E2_FOR,2030,0.0609999999999999
RD,All,LU_SCON,E2_FOR,2031,0.058
RD,All,LU_SCON,E2_FOR,2032,0.055
RD,All,LU_SCON,E2_FOR,2033,0.0519999999999999
RD,All,LU_SCON,E2_FOR,2034,0.05
RD,All,LU_SCON,E2_FOR,2035,0.047
RD,All,LU_SCON,E2_FOR,2036,0.0449999999999999
RD,All,LU_SCON,E2_FOR,2037,0.0429999999999999
RD,All,LU_SCON,E2_FOR,2038,0.04
RD,All,LU_SCON,E2_FOR,2039,0.0379999999999999
RD,All,LU_SCON,E2_FOR,2040,0.035
RD,All,LU_SCON,E2_FOR,2041,0.033
RD,All,LU_SCON,E2_FOR,2042,0.031
RD,All,LU_SCON,E2_FOR,2043,0.029
RD,All,LU_SCON,E2_FOR,2044,0.028
RD,All,LU_SCON,E2_FOR,2045,0.0259999999999999
RD,All,LU_SCON,E2_FOR,2046,0.024
RD,All,LU_SCON,E2_FOR,2047,0.023
RD,All,LU_SCON,E2_FOR,2048,0.0219999999999999
RD,All,LU_SCON,E2_FOR,2049,0.02
RD,All,LU_SCON,E2_FOR,2050,0.016
RD,All,LU_WET,E2_FOR,2018,0.026435683
RD,All,LU_WET,E2_FOR,2019,0.026435683
RD,All,LU_WET,E2_FOR,2020,0.026435683
RD,All,LU_WET,E2_FOR,2021,0.026435683
RD,All,LU_WET,E2_FOR,2022,0.02632994
RD,All,LU_WET,E2_FOR,2023,0.026435683
RD,All,LU_WET,E2_FOR,2024,0.026435683
RD,All,LU_WET,E2_FOR,2025,0.026435683
RD,All,LU_WET,E2_FOR,2026,0.026435683
RD,All,LU_WET,E2_FOR,2027,0.0251138989999999
RD,All,LU_WET,E2_FOR,2028,0.023858204
RD,All,LU_WET,E2_FOR,2029,0.0226652939999999
RD,All,LU_WET,E2_FOR,2030,0.021532029
RD,All,LU_WET,E2_FOR,2031,0.020455428
RD,All,LU_WET,E2_FOR,2032,0.019432656
RD,All,LU_WET,E2_FOR,2033,0.018461023
RD,All,LU_WET,E2_FOR,2034,0.0175379719999999
RD,All,LU_WET,E2_FOR,2035,0.016661074
RD,All,LU_WET,E2_FOR,2036,0.01582802
RD,All,LU_WET,E2_FOR,2037,0.0150366189999999
RD,All,LU_WET,E2_FOR,2038,0.014134422
RD,All,LU_WET,E2_FOR,2039,0.013286357
RD,All,LU_WET,E2_FOR,2040,0.012489175
RD,All,LU_WET,E2_FOR,2041,0.011739825
RD,All,LU_WET,E2_FOR,2042,0.011035435
RD,All,LU_WET,E2_FOR,2043,0.010373309
RD,All,LU_WET,E2_FOR,2044,0.0097509109999999
RD,All,LU_WET,E2_FOR,2045,0.009165856
RD,All,LU_WET,E2_FOR,2046,0.008615905
RD,All,LU_WET,E2_FOR,2047,0.00809895
RD,All,LU_WET,E2_FOR,2048,0.007613013
RD,All,LU_WET,E2_FOR,2049,0.007156232
RD,All,LU_WET,E2_FOR,2050,0.0055818609999999
RD,All,LU_DRY,E2_FOR,2018,0.4159999999999999
RD,All,LU_DRY,E2_FOR,2019,0.4159999999999999
RD,All,LU_DRY,E2_FOR,2020,0.4159999999999999
RD,All,LU_DRY,E2_FOR,2021,0.4159999999999999
RD,All,LU_DRY,E2_FOR,2022,0.4149999999999999
RD,All,LU_DRY,E2_FOR,2023,0.4109999999999999
RD,All,LU_DRY,E2_FOR,2024,0.4069999999999999
RD,All,LU_DRY,E2_FOR,2025,0.404
RD,All,LU_DRY,E2_FOR,2026,0.4
RD,All,LU_DRY,E2_FOR,2027,0.38
RD,All,LU_DRY,E2_FOR,2028,0.3609999999999999
RD,All,LU_DRY,E2_FOR,2029,0.343
RD,All,LU_DRY,E2_FOR,2030,0.326
RD,All,LU_DRY,E2_FOR,2031,0.309
RD,All,LU_DRY,E2_FOR,2032,0.2939999999999999
RD,All,LU_DRY,E2_FOR,2033,0.279
RD,All,LU_DRY,E2_FOR,2034,0.265
RD,All,LU_DRY,E2_FOR,2035,0.252
RD,All,LU_DRY,E2_FOR,2036,0.2389999999999999
RD,All,LU_DRY,E2_FOR,2037,0.227
RD,All,LU_DRY,E2_FOR,2038,0.214
RD,All,LU_DRY,E2_FOR,2039,0.201
RD,All,LU_DRY,E2_FOR,2040,0.189
RD,All,LU_DRY,E2_FOR,2041,0.1779999999999999
RD,All,LU_DRY,E2_FOR,2042,0.167
RD,All,LU_DRY,E2_FOR,2043,0.157
RD,All,LU_DRY,E2_FOR,2044,0.1479999999999999
RD,All,LU_DRY,E2_FOR,2045,0.139
RD,All,LU_DRY,E2_FOR,2046,0.13
RD,All,LU_DRY,E2_FOR,2047,0.123
RD,All,LU_DRY,E2_FOR,2048,0.115
RD,All,LU_DRY,E2_FOR,2049,0.108
RD,All,LU_DRY,E2_FOR,2050,0.084
RD,All,OSS_INORG,OSS_INORG,2018,0.2412
RD,All,OSS_INORG,OSS_INORG,2019,0.2518
RD,All,OSS_INORG,OSS_INORG,2020,0.2341
RD,All,OSS_INORG,OSS_INORG,2021,0.2574
RD,All,OSS_INORG,OSS_INORG,2022,0.2742
RD,All,OSS_INORG,OSS_INORG,2023,0.2842
RD,All,OSS_INORG,OSS_INORG,2024,0.2923999999999999
RD,All,OSS_INORG,OSS_INORG,2025,0.323251336097029
RD,All,OSS_INORG,OSS_INORG,2026,0.3297250473094159
RD,All,OSS_INORG,OSS_INORG,2027,0.335915939321326
RD,All,OSS_INORG,OSS_INORG,2028,0.3410841895199919
RD,All,OSS_INORG,OSS_INORG,2029,0.3468814949383199
RD,All,OSS_INORG,OSS_INORG,2030,0.352728200805136
RD,All,OSS_INORG,OSS_INORG,2031,0.3600553317677739
RD,All,OSS_INORG,OSS_INORG,2032,0.367067506376042
RD,All,OSS_INORG,OSS_INORG,2033,0.3737679904463809
RD,All,OSS_INORG,OSS_INORG,2034,0.3801606105052979
RD,All,OSS_INORG,OSS_INORG,2035,0.38624968246822
RD,All,OSS_INORG,OSS_INORG,2036,0.3947092984865089
RD,All,OSS_INORG,OSS_INORG,2037,0.4029414524996959
RD,All,OSS_INORG,OSS_INORG,2038,0.410945317345151
RD,All,OSS_INORG,OSS_INORG,2039,0.4187205221592669
RD,All,OSS_INORG,OSS_INORG,2040,0.426267114976345
RD,All,OSS_INORG,OSS_INORG,2041,0.436377513698644
RD,All,OSS_INORG,OSS_INORG,2042,0.446347426973744
RD,All,OSS_INORG,OSS_INORG,2043,0.45617333489636
RD,All,OSS_INORG,OSS_INORG,2044,0.4658520581624929
RD,All,OSS_INORG,OSS_INORG,2045,0.4753807403321089
RD,All,OSS_INORG,OSS_INORG,2046,0.4876282622805829
RD,All,OSS_INORG,OSS_INORG,2047,0.499829399648412
RD,All,OSS_INORG,OSS_INORG,2048,0.511979286145614
RD,All,OSS_INORG,OSS_INORG,2049,0.5240732727189669
RD,All,OSS_INORG,OSS_INORG,2050,0.536106920965947
RD,All,NO_OSS_BLEND,NO_OSS,2018,3.199
RD,All,NO_OSS_BLEND,NO_OSS,2019,3.2904
RD,All,NO_OSS_BLEND,NO_OSS,2020,3.1677059983543394
RD,All,NO_OSS_BLEND,NO_OSS,2021,3.5406
RD,All,NO_OSS_BLEND,NO_OSS,2022,3.8343568302153392
